Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2023-2024,Angel Gomes,MF,Lille,fr Ligue 1,eng ENG,22,31,29,"2,571",28.6,0.0,0.28,0.28,0.0,0.28,0.0,0.0,0.17,0.0,0.0,0.07,0.07,0.22,0.21,0.06,0.29,2.48,1.19,0.24,20.6,0.0,0.0,23.6,0.17,0.06,-0.07,61.2,58.8,2.2,1.19,0.35,0.87,0.17,54.8,89.4,974.6,246.9,25.4,27.2,93.3,22.1,23.8,92.9,5.94,7.69,77.3,1.68,5.73,1.57,0.03,7.13,0.77,1.57,0.84,0.45,0.1,0.0,3.74,2.55,0.42,0.14,0.24,0.31,0.07,0.42,0.28,0.1,0.0,0.03,0.0,0.0,0.91,0.45,0.14,0.52,0.24,1.12,43.8,0.8,0.21,0.59,0.63,0.98,0.03,67.8,10.5,43.0,14.8,1.33,1.22,62.9,34.3,57.5,295.9,1.71,130.5,1.96,0.24,0.91,0.52,55.6,2.48,01.08,1.26,0.0,0.0,0.0,0.0,4.37,0.24,0.45,35.0,Inverted Winger
2023-2024,André Gomes,"MF,FW",Everton,eng Premier League,pt POR,30,12,3,508,5.6,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.71,0.0,0.0,0.05,0.05,0.07,0.09,-0.07,0.13,5.18,1.43,0.71,50.0,0.13,0.25,22.4,0.36,0.04,0.13,52.0,45.9,5.71,1.96,0.71,1.25,0.36,39.8,76.6,698.0,173.4,20.0,23.6,84.8,14.3,17.0,84.2,4.82,9.11,52.9,0.71,4.29,01.07,0.18,6.43,0.54,4.64,1.79,1.25,0.0,0.0,3.21,2.32,0.0,0.18,0.36,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.25,0.71,0.36,0.54,0.36,2.32,23.1,1.79,0.18,1.61,0.54,0.71,0.18,62.9,10.2,32.0,21.6,1.96,2.14,25.0,66.7,32.7,155.0,1.43,59.5,1.25,0.54,1.43,01.07,41.4,5.18,03.04,0.89,0.0,0.0,0.0,0.0,06.07,0.18,1.43,11.1,Defensive Midfielder
2023-2024,Aleksandr Golovin,"MF,FW",Monaco,fr Ligue 1,ru RUS,27,25,25,"2,147",23.9,0.25,0.25,0.5,0.25,0.5,0.0,0.0,0.33,0.0,0.04,0.14,0.14,0.2,0.27,0.05,0.33,6.57,1.84,0.79,43.2,0.14,0.32,21.5,0.25,0.08,0.11,51.7,45.9,5.4,1.42,0.59,1.13,0.46,39.1,75.6,681.7,222.8,18.4,21.8,84.5,13.6,17.3,78.7,5.19,8.83,58.8,02.09,4.14,2.59,0.21,7.2,0.46,4.6,3.43,01.09,1.92,0.0,4.27,2.59,1.21,0.13,0.13,0.13,0.08,0.29,0.25,0.0,0.0,0.04,0.0,0.0,1.76,1.26,0.59,0.92,0.25,1.76,35.7,1.55,0.13,1.42,0.88,0.59,0.0,61.6,6.74,26.7,28.8,02.05,1.84,54.5,38.6,44.8,249.7,02.09,104.1,1.97,0.75,1.76,0.96,41.9,6.57,01.05,1.51,0.13,0.04,0.0,0.0,5.56,0.5,0.75,40.0,
2023-2024,Pierluigi Gollini,GK,Napoli,it Serie A,it ITA,28,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,12.9,0.0,0.02,0.00,38.0,28.1,9.86,2.29,0.0,0.0,0.0,31.1,82.0,806.6,514.7,5.29,5.29,100.0,16.6,16.7,99.1,9.29,16.0,58.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.0,0.0,0.14,100.0,0.0,0.0,0.0,0.14,0.29,0.0,39.9,39.6,0.14,0.14,0.14,0.0,0.0,0.0,21.9,116.9,0.0,69.3,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.71,0.29,0.0,100.0,Sweeper Keeper
2023-2024,Edoardo Goldaniga,DF,Cagliari,it Serie A,it ITA,29,13,12,"1,011",11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.04,0.04,0.01,0.04,-0.01,0.06,0.27,0.36,0.27,75.0,0.0,0.0,7.9,0.0,0.14,-0.04,49.4,45.1,4.11,1.7,0.0,0.0,0.18,39.1,79.2,851.2,334.3,10.4,11.8,87.9,22.4,25.4,88.4,06.07,11.6,52.3,0.36,3.3,0.54,0.27,4.46,1.7,0.89,0.0,0.0,0.0,0.0,1.34,0.98,0.0,0.0,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,01.07,0.63,0.8,0.27,0.0,0.89,40.0,0.98,0.63,0.36,1.34,3.3,0.09,57.9,28.0,26.2,3.93,0.45,0.0,0.0,0.0,28.4,156.9,0.8,108.7,0.54,0.0,0.63,0.0,34.5,0.27,1.25,0.89,0.27,0.0,0.0,0.0,3.3,1.61,1.61,50.0,Central Defender
2023-2024,Ben Godfrey,DF,Everton,eng Premier League,eng ENG,25,15,13,"1,12",12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.14,0.02,0.04,-0.02,0.16,2.1,1.21,0.24,20.0,0.0,0.0,12.0,0.0,0.12,-0.14,39.0,29.3,9.52,0.0,0.0,1.61,0.24,27.1,69.4,461.7,191.4,11.9,14.5,81.7,12.7,16.5,77.0,1.85,5.0,37.1,0.24,2.58,0.48,0.16,3.47,0.08,1.69,0.0,0.0,0.0,0.0,1.37,0.73,0.08,0.0,0.4,0.0,0.16,0.24,0.08,0.0,0.0,0.08,0.0,0.08,2.42,1.61,1.37,0.65,0.4,2.26,53.6,1.13,0.65,0.48,1.29,4.6,0.0,52.8,17.8,21.4,13.9,1.53,1.13,35.7,64.3,18.8,93.4,0.89,46.0,0.97,0.0,0.81,0.48,22.8,2.1,0.65,0.48,0.16,0.0,0.08,0.0,3.63,02.02,1.94,51.0,Ball Winning Midfielder
2023-2024,Serge Gnabry,"FW,MF",Bayern Munich,de Bundesliga,de GER,28,10,5,432,4.8,0.63,0.21,0.83,0.63,0.83,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.42,-0.04,0.77,10.2,3.54,1.25,35.3,0.18,0.5,12.9,0.0,0.15,0.13,44.6,42.7,1.67,0.0,0.63,01.04,0.21,37.5,84.1,529.2,101.0,22.3,24.4,91.5,12.7,14.6,87.1,1.25,2.29,54.5,1.88,1.67,2.71,0.0,4.79,0.21,02.08,0.21,0.21,0.0,0.0,3.96,2.5,0.0,0.21,01.04,0.21,0.0,0.42,0.21,0.0,0.0,0.0,0.21,0.0,1.67,01.04,0.0,01.04,0.63,2.71,15.4,01.04,0.0,01.04,0.63,0.42,0.0,56.7,6.88,22.5,28.1,07.08,2.5,50.0,50.0,31.7,225.4,4.79,120.2,1.88,2.5,2.29,0.63,43.8,10.2,1.25,0.63,0.21,0.21,0.0,0.0,5.42,0.63,0.42,60.0,Inside Forward
2023-2024,Klaus Gjasula,"DF,MF",Darmstadt 98,de Bundesliga,al ALB,33,22,17,"1,363",15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.07,0.03,0.03,0.01,0.05,-0.01,0.04,0.46,0.6,0.07,11.1,0.0,0.0,14.1,0.0,0.05,-0.03,49.4,48.5,0.73,0.73,0.07,0.66,0.2,40.7,82.4,812.6,330.8,14.0,15.7,89.0,20.4,23.4,87.0,5.7,8.48,67.2,0.4,3.84,0.86,0.2,4.64,0.4,0.46,0.0,0.0,0.0,0.0,0.93,0.79,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,1.46,1.19,1.66,0.07,1.99,56.7,1.72,0.93,0.79,1.26,2.78,0.13,61.0,25.1,30.8,5.17,0.79,0.33,60.0,40.0,30.6,167.2,0.53,79.2,0.53,0.0,0.46,0.4,37.1,0.46,1.52,0.73,0.0,0.0,0.07,0.0,4.57,2.25,1.79,55.7,Ball Winning Midfielder
2023-2024,Jamie Gittens,"FW,MF",Dortmund,de Bundesliga,eng ENG,18,25,14,"1,058",11.8,0.08,0.34,0.42,0.08,0.43,0.0,0.0,0.08,0.0,0.0,0.19,0.19,0.24,0.25,0.1,0.42,8.9,3.64,0.93,25.6,0.02,0.09,19.3,0.0,0.05,-0.10,30.8,30.3,0.42,0.08,0.17,1.1,0.08,24.1,78.2,311.9,62.0,16.6,19.2,86.7,5.85,7.2,81.2,0.85,1.86,45.5,1.53,1.19,1.27,0.17,2.2,0.17,1.1,0.0,0.0,0.0,0.0,3.9,2.63,0.0,0.85,0.08,0.34,0.0,0.76,0.51,0.0,0.08,0.0,0.17,0.0,1.19,0.59,0.51,0.59,0.08,1.44,11.8,0.93,0.17,0.76,0.34,0.59,0.0,48.6,5.76,18.1,26.1,5.68,8.39,43.4,42.4,33.8,288.8,5.42,141.4,4.24,3.39,2.97,2.63,36.8,8.9,01.02,2.12,0.0,0.17,0.0,0.0,3.14,0.34,0.85,28.6,
2023-2024,Olivier Giroud,FW,Milan,it Serie A,fr FRA,36,35,28,"2,363",26.3,0.57,0.3,0.87,0.42,0.72,0.15,0.19,0.04,0.0,0.04,0.54,0.39,0.18,0.09,0.13,0.57,3.61,2.74,1.1,40.3,0.15,0.38,12.6,0.08,0.14,0.03,18.7,16.5,02.09,0.04,0.08,0.34,0.08,12.9,68.7,157.8,28.8,8.71,11.9,73.4,2.81,4.11,68.5,0.34,0.42,81.8,1.22,0.91,0.27,0.0,01.06,0.04,0.11,0.0,0.0,0.0,0.0,1.94,1.56,0.0,0.0,0.34,0.0,0.04,0.49,0.34,0.0,0.0,0.15,0.0,0.0,0.65,0.42,0.23,0.23,0.19,0.53,14.3,0.53,0.11,0.42,0.23,0.84,0.0,27.8,2.62,13.2,12.1,4.9,0.42,27.3,54.5,12.3,36.0,0.34,12.9,0.27,0.15,2.24,0.53,19.2,3.61,1.18,0.91,0.53,0.0,0.04,0.0,1.1,2.24,2.17,50.9,Target Forward
2023-2024,Matthias Ginter,DF,Freiburg,de Bundesliga,de GER,29,23,22,"1,913",21.3,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.14,0.0,0.0,0.07,0.07,0.07,0.07,0.03,0.13,0.94,0.33,0.19,57.1,0.0,0.0,7.7,0.0,0.2,-0.07,58.7,55.4,3.19,1.78,0.09,0.47,0.09,48.8,83.1,925.3,335.9,16.2,17.7,91.5,28.4,32.0,88.7,3.85,7.75,49.7,0.23,04.04,0.42,0.09,6.38,0.09,0.75,0.0,0.0,0.0,0.0,1.31,01.08,0.05,0.0,0.05,0.09,0.05,0.19,0.14,0.0,0.0,0.0,0.0,0.05,1.36,0.7,0.89,0.42,0.05,1.36,55.2,1.88,1.22,0.66,0.75,4.37,0.0,68.5,26.4,38.8,3.62,0.8,0.23,40.0,60.0,41.6,248.4,01.08,155.3,0.7,0.0,0.38,0.09,45.3,0.94,0.38,0.7,0.0,0.0,0.0,0.05,4.69,2.35,1.36,63.3,Ball Playing Defender
2023-2024,Gvidas Gineitis,MF,Torino,it Serie A,lt LTU,19,14,4,538,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.07,0.07,0.08,0.17,-0.08,0.15,2.0,1.5,0.33,22.2,0.0,0.0,26.8,0.5,0.05,-0.07,47.3,42.7,4.5,2.0,0.0,1.17,0.17,37.8,79.9,647.3,146.0,15.5,18.8,82.3,16.0,17.2,93.2,3.67,7.17,51.2,1.33,3.0,0.67,0.17,4.17,0.33,3.67,2.5,1.67,0.67,0.0,2.67,1.5,0.83,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.17,0.5,1.33,0.0,1.17,57.1,1.67,0.67,1.0,0.67,1.5,0.17,57.3,10.5,32.2,15.2,0.83,1.17,42.9,57.1,29.5,167.8,1.5,65.5,0.83,0.0,0.67,0.17,31.2,2.0,1.5,0.5,0.0,0.0,0.0,0.0,6.17,1.17,0.83,58.3,Ball Winning Midfielder
2023-2024,Benedikt Gimber,DF,Heidenheim,de Bundesliga,de GER,26,24,24,"2,021",22.5,0.04,0.04,0.09,0.04,0.09,0.0,0.0,0.4,0.0,0.0,0.06,0.06,0.05,0.05,-0.0,0.11,0.27,0.8,0.13,16.7,0.06,0.33,12.2,0.0,0.08,-0.02,37.6,36.0,1.6,1.47,0.04,0.58,0.04,30.3,80.5,637.8,185.5,7.11,8.53,83.3,19.1,21.2,90.1,04.04,6.93,58.3,0.13,0.62,0.0,0.0,1.11,0.13,0.13,0.0,0.0,0.0,0.0,0.36,0.31,0.0,0.0,0.04,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.78,01.07,1.11,0.62,0.04,1.56,54.3,1.2,0.76,0.44,0.71,4.49,0.04,48.7,31.6,15.7,1.87,1.16,0.49,72.7,9.1,25.2,144.9,0.13,64.7,0.04,0.0,0.58,0.18,26.1,0.27,1.78,1.2,0.0,0.0,0.09,0.04,3.87,2.13,1.82,53.9,Central Defender
2023-2024,Billy Gilmour,MF,Brighton,eng Premier League,sct SCO,22,30,24,"2,12",23.6,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.34,0.0,0.04,0.04,0.04,0.08,0.11,-0.04,0.13,1.4,01.06,0.21,20.0,0.0,0.0,25.4,0.0,0.04,-0.04,89.3,86.3,2.71,1.44,0.38,0.64,0.3,81.1,90.9,1245.7,325.0,44.4,46.3,96.0,29.8,32.2,92.6,4.49,7.2,62.4,0.93,7.75,1.4,0.13,8.18,0.34,1.44,0.85,0.47,0.38,0.0,2.92,2.5,0.21,0.0,0.08,0.13,0.0,0.25,0.21,0.0,0.0,0.04,0.0,0.0,1.1,0.68,0.59,0.42,0.08,1.48,31.4,0.97,0.38,0.59,0.47,0.59,0.04,96.5,18.9,60.4,17.7,0.51,0.97,34.8,56.5,59.7,266.4,1.65,132.2,2.25,0.0,1.19,0.38,79.3,1.4,0.93,1.27,0.0,0.0,0.0,0.0,5.59,0.47,0.85,35.5,Deep Lying Playmaker
2023-2024,Alfie Gilchrist,DF,Chelsea,eng Premier League,eng ENG,19,11,2,207,2.3,0.43,0.0,0.43,0.43,0.43,0.0,0.0,0.43,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.13,1.74,2.17,0.43,20.0,0.2,1.0,13.5,0.0,0.06,0.30,61.3,52.6,8.26,1.3,0.0,0.0,0.43,52.6,85.8,823.0,203.5,27.4,31.7,86.3,23.9,26.5,90.2,1.3,2.61,50.0,0.0,2.17,0.43,0.0,03.04,0.0,0.43,0.0,0.0,0.0,0.0,1.3,0.87,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,1.74,0.0,0.0,2.17,40.0,2.61,1.3,1.3,1.3,4.78,0.0,77.0,31.3,24.8,21.3,2.17,0.43,100.0,0.0,33.9,114.3,0.43,56.5,0.43,0.0,0.87,0.87,41.7,1.74,1.74,0.0,0.0,0.0,0.0,0.0,3.91,0.87,1.74,33.3,No-Nonsense Centre-Back
2023-2024,Mario Gila,DF,Lazio,it Serie A,es ESP,22,21,21,"1,809",20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.05,0.02,0.02,0.02,0.04,-0.02,0.05,0.6,0.4,0.1,25.0,0.0,0.0,16.2,0.0,0.07,-0.02,64.4,60.1,04.03,2.24,0.2,0.35,0.2,57.8,89.7,1070.5,387.6,22.6,24.0,94.0,27.1,29.0,93.5,6.72,9.0,74.6,0.35,3.48,0.5,0.15,4.63,0.8,0.4,0.0,0.0,0.0,0.0,0.7,0.65,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.7,1.14,0.4,0.05,1.69,55.9,1.34,0.7,0.65,1.0,3.43,0.0,73.9,30.0,39.7,5.12,0.5,0.75,60.0,26.7,43.5,233.2,01.04,135.6,1.29,0.0,0.55,0.3,51.5,0.6,01.04,1.14,0.05,0.0,0.0,0.0,5.42,1.44,2.14,40.3,No-Nonsense Centre-Back
2023-2024,David Gil,GK,Cádiz,es La Liga,es ESP,29,5,4,372,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,37.1,18.0,19.0,7.32,0.0,0.0,0.0,19.0,51.3,864.1,782.4,0.98,0.98,100.0,4.39,4.39,100.0,13.4,31.5,42.6,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.73,0.0,40.5,40.0,0.49,0.0,0.0,0.0,0.0,0.0,17.3,110.7,0.0,68.8,0.0,0.0,0.0,0.0,9.76,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0.98,0.0,100.0,Sweeper Keeper
2023-2024,Bryan Gil,"FW,MF",Tottenham,eng Premier League,es ESP,22,11,2,209,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.09,0.13,-0.09,0.43,21.3,1.74,0.43,25.0,0.0,0.0,13.9,0.0,0.19,-0.35,68.3,67.4,0.87,0.0,0.0,03.04,0.0,55.2,80.9,786.5,149.6,30.0,35.2,85.2,23.5,27.0,87.1,0.43,0.87,50.0,1.74,2.61,3.48,0.43,6.96,0.0,4.78,0.0,0.0,0.0,0.0,3.91,3.48,0.0,0.0,0.43,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.43,1.74,25.0,1.3,0.0,1.3,1.3,1.74,0.0,83.0,10.9,28.7,43.9,7.83,4.78,72.7,27.3,59.6,324.3,4.78,147.8,2.61,2.17,3.91,03.04,67.4,21.3,0.87,1.3,0.43,0.0,0.0,0.0,6.96,0.0,1.3,0.0,Winger
2023-2024,Samuel Gigot,DF,Marseille,fr Ligue 1,fr FRA,29,21,20,"1,726",19.2,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.36,0.0,0.05,0.13,0.13,0.05,0.03,-0.05,0.17,0.42,0.99,0.47,47.4,0.16,0.33,9.6,0.0,0.13,0.03,50.2,45.9,4.22,2.19,0.1,0.36,0.05,44.1,87.8,746.5,246.3,18.2,19.9,91.1,22.7,25.0,90.8,1.88,3.33,56.3,0.36,1.61,0.16,0.1,2.81,0.0,0.31,0.0,0.0,0.0,0.0,1.41,0.89,0.16,0.05,0.26,0.05,0.0,0.21,0.05,0.0,0.0,0.16,0.0,0.0,1.72,1.15,0.83,0.68,0.21,0.99,68.4,1.46,0.94,0.52,1.3,4.84,0.05,61.9,29.2,28.3,4.69,1.93,0.26,60.0,40.0,40.4,221.8,0.52,127.8,0.89,0.1,0.47,0.1,37.0,0.42,01.09,0.73,0.05,0.0,0.05,0.0,4.17,2.45,0.83,74.6,Ball Playing Defender
2023-2024,Morgan Gibbs-White,"MF,FW",Nott'ham Forest,eng Premier League,eng ENG,23,37,35,"3,156",35.1,0.14,0.28,0.43,0.11,0.4,0.03,0.03,0.26,0.0,0.0,0.2,0.17,0.24,0.19,0.05,0.42,5.16,1.99,0.37,18.6,0.06,0.31,19.8,0.11,0.09,-0.06,42.2,35.8,6.1,2.59,0.48,0.85,0.31,29.8,70.6,524.6,173.6,14.2,17.4,81.9,9.97,12.9,77.4,4.33,8.46,51.2,2.11,3.25,1.11,0.37,4.84,0.48,5.19,2.76,1.2,1.28,0.0,4.25,2.45,01.08,0.26,0.2,0.23,0.03,0.51,0.4,0.09,0.0,0.03,0.0,0.0,01.03,0.68,0.17,0.57,0.28,0.94,42.4,0.88,0.23,0.66,0.48,0.6,0.0,53.4,6.18,25.4,22.8,2.93,3.28,38.3,47.8,29.4,160.6,2.28,82.3,1.77,0.43,2.22,1.25,35.2,5.16,01.05,1.62,0.17,0.0,0.0,0.0,5.1,1.71,1.94,46.9,Advanced Playmaker
2023-2024,Lautaro Gianetti,DF,Udinese,it Serie A,ar ARG,29,7,7,630,7.0,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.57,0.0,0.0,0.06,0.06,0.01,0.01,-0.01,0.06,0.0,0.43,0.29,66.7,0.33,0.5,9.7,0.0,0.13,0.09,42.9,41.6,1.29,0.86,0.0,0.57,0.0,37.6,87.7,777.4,296.0,10.4,11.4,91.3,21.6,23.4,92.1,5.14,6.86,75.0,0.14,1.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.29,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.57,1.0,0.29,0.0,0.71,80.0,1.43,0.86,0.57,2.71,5.57,0.0,54.7,32.4,21.0,1.29,0.71,0.14,100.0,0.0,27.9,102.9,0.29,37.4,0.14,0.0,0.29,0.0,30.7,0.0,1.29,0.0,0.0,0.0,0.0,0.14,3.57,1.14,1.14,50.0,
2023-2024,Saman Ghoddos,DF,Brentford,eng Premier League,ir IRN,29,19,7,739,8.2,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.61,0.0,0.0,0.04,0.04,0.13,0.12,-0.13,0.17,3.78,1.1,0.24,22.2,0.11,0.5,22.5,0.0,0.03,0.09,54.6,45.1,09.02,1.83,0.0,0.98,0.49,39.6,72.5,678.7,213.2,20.0,22.8,87.7,16.0,20.4,78.4,3.29,9.51,34.6,1.1,3.54,1.22,0.49,4.39,0.37,5.12,2.93,1.22,1.22,0.0,2.44,1.22,0.61,0.12,0.0,0.37,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,2.32,2.32,0.85,0.24,3.78,54.8,1.1,0.24,0.85,0.61,1.46,0.0,66.1,17.0,27.2,22.4,1.22,1.59,23.1,61.5,34.4,169.4,2.68,87.4,1.46,0.24,1.22,0.49,38.2,3.78,1.59,1.1,0.24,0.0,0.0,0.0,4.76,0.49,1.46,25.0,Inverted Winger
2023-2024,Farés Ghedjemis,"FW,MF",Frosinone,it Serie A,fr FRA,20,6,1,182,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.05,0.05,0.05,-0.05,0.15,9.5,1.5,1.0,66.7,0.0,0.0,17.5,0.0,0.04,-0.05,30.5,30.0,0.5,0.0,0.0,1.5,0.0,24.0,78.7,319.0,35.5,14.5,16.0,90.6,7.5,9.5,78.9,0.5,2.0,25.0,1.0,0.5,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,42.0,7.0,14.5,22.0,5.5,3.5,28.6,71.4,23.5,180.0,3.5,59.5,1.0,2.5,2.5,1.0,29.5,9.5,1.0,0.0,0.5,0.0,0.0,0.0,5.0,0.5,1.0,33.3,
2023-2024,Anwar El Ghazi,"MF,DF",Mainz 05,de Bundesliga,nl NED,28,3,0,54,0.6,0.0,1.67,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.33,0.0,1.33,0.67,8.33,3.33,0.0,0.0,0.0,0.0,21.5,0.0,0.07,-0.17,36.7,36.7,0.0,0.0,0.0,1.67,0.0,25.0,68.2,338.3,78.3,15.0,20.0,75.0,5.0,10.0,50.0,1.67,1.67,100.0,3.33,1.67,0.0,0.0,6.67,0.0,1.67,0.0,0.0,0.0,0.0,6.67,3.33,0.0,3.33,0.0,0.0,0.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.33,18.3,30.0,5.0,6.67,50.0,50.0,36.7,250.0,3.33,141.7,3.33,0.0,5.0,0.0,43.3,8.33,1.67,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,Inverted Winger
2023-2024,Yannick Gerhardt,"MF,DF",Wolfsburg,de Bundesliga,de GER,29,25,18,"1,63",18.1,0.11,0.06,0.17,0.11,0.17,0.0,0.0,0.28,0.0,0.0,0.1,0.1,0.05,0.1,0.01,0.15,04.03,01.05,0.5,47.4,0.11,0.22,16.2,0.0,0.1,0.01,41.8,39.6,2.15,0.5,0.11,1.33,0.06,32.3,77.4,466.2,126.4,18.2,20.9,87.1,11.2,14.4,77.4,1.44,3.15,45.6,0.77,2.38,0.44,0.11,2.71,0.11,1.49,0.0,0.0,0.0,0.0,1.93,1.77,0.0,0.0,0.06,0.11,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.71,1.1,0.88,0.66,0.17,1.77,28.1,0.83,0.11,0.72,0.39,1.93,0.0,49.9,10.3,26.2,13.6,2.27,0.22,0.0,75.0,25.0,100.2,0.94,47.3,0.77,0.22,0.72,0.5,31.8,04.03,0.99,0.88,0.11,0.0,0.0,0.0,4.31,1.55,1.49,50.9,Ball Winning Midfielder
