Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance, Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2022-2023,Serginho,"FW,MF",Estoril,pr Primeira Liga,0,21,7,1,139,1.5,0.67,0.0,0.67,0.67,0.65,0.0,0.0,0.67,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.07,5.33,2.0,0.67,33.3,0.33,1.0,14.1,0.0,0.04,0.60,42.7,36.7,5.33,0.67,0.0,2.0,0.67,29.3,68.8,513.3,123.3,13.3,16.0,83.3,12.0,16.7,72.0,2.67,4.67,57.1,0.0,3.33,0.0,0.0,4.67,1.33,4.67,2.67,1.33,0.0,0.0,1.33,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.0,1.33,2.0,0.0,2.0,33.3,1.33,0.0,1.33,0.0,0.67,0.0,54.7,6.0,26.7,23.3,5.33,2.0,66.7,33.3,27.3,251.3,6.0,157.3,2.67,0.67,0.67,0.0,31.3,5.33,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0,Winger
2023-2024,Yorbe Vertessen,FW,PSV Eindhoven,pr Primeira Liga,be BEL,22,17,3,437,4.9,0.61,0.2,0.82,0.61,0.82,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.33,0.14,-0.12,0.78,10.2,4.08,1.43,35.0,0.15,0.43,18.0,0.0,0.11,0.14,31.08,31.2,0.61,0.0,0.61,1.02,0.0,23.7,74.4,347.3,72.4,13.3,15.9,83.3,8.78,11.0,79.6,0.82,2.04,40.0,1.63,1.22,1.22,0.0,2.65,0.2,1.2,0.0,0.0,0.0,0.0,4.9,3.47,0.0,0.82,0.2,0.41,0.0,1.02,0.61,0.0,0.2,0.0,0.2,0.0,1.02,0.82,0.61,0.0,0.41,2.45,41.7,0.61,0.2,0.41,0.2,1.22,0.0,46.3,5.71,16.1,25.1,5.92,4.29,42.9,52.4,30.0,281.2,7.14,179.0,4.69,2.86,1.63,2.04,34.1,10.2,0.2,1.84,0.0,0.2,0.0,0.0,4.49,1.02,1.63,38.5,Inverted Winger
2022-2023,Hobie Verhulst,GK,AZ Alkmaar,nl Eredivisie,nl NED,29,16,16,"1,44",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,34.6,26.0,8.38,1.69,0.0,0.06,0.19,21.8,63.1,672.8,534.7,3.38,3.38,100.0,10.8,10.8,99.4,7.56,20.0,37.8,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.19,0.06,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.44,0.13,36.5,36.4,0.13,0.0,0.0,0.0,0.0,0.0,21.9,89.1,0.0,44.9,0.0,0.0,0.06,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.06,0.0,100.0,Sweeper Keeper
2022-2023,Jules Van Cleemput,DF,Charleroi,bl Pro League,be BEL,25,8,5,445,4.9,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.02,0.02,0.2,0.16,0.0,0.22,5.31,0.61,0.0,0.0,0.0,0.0,16.6,0.0,0.04,-0.02,55.7,44.5,10.8,2.45,0.0,1.22,0.41,39.6,71.1,758.0,320.8,17.1,22.2,77.1,15.5,21.0,73.8,5.51,8.98,61.4,1.43,3.88,1.43,1.02,5.71,0.61,5.31,0.0,0.0,0.0,0.0,2.04,1.84,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.86,2.24,1.43,0.82,0.61,2.04,60.0,1.43,0.61,0.82,2.24,2.04,0.0,67.6,16.1,33.9,18.2,1.43,1.63,75.0,12.5,36.5,230.0,1.43,119.6,2.65,0.2,1.02,0.0,33.3,5.31,0.82,0.61,0.0,0.0,0.0,0.0,4.29,2.45,2.65,48.0,Full-Back
2023-2024,Brooke Norton-Cuffy,"DF,MF",Millwall,en EFL Championship,eng ENG,19,40,25,"2,278",25.3,0.08,0.16,0.24,0.08,0.24,0.0,0.0,0.16,0.0,0.0,0.08,0.08,0.11,0.09,0.05,0.18,5.22,0.71,0.36,50.0,0.11,0.22,18.1,0.0,0.12,0.00,33.0,29.8,3.12,0.36,0.12,0.87,0.04,22.4,67.8,342.1,119.1,12.9,15.7,82.3,7.59,10.9,69.3,1.38,4.23,32.7,0.67,1.42,0.63,0.32,1.94,0.12,3.2,0.08,0.0,0.0,0.0,1.94,1.26,0.04,0.36,0.08,0.16,0.04,0.32,0.2,0.0,0.08,0.04,0.0,0.0,2.45,1.38,1.3,0.91,0.24,2.29,72.4,1.15,0.2,0.95,0.95,1.78,0.0,48.4,11.8,21.5,15.8,1.54,4.74,41.7,50.8,25.2,189.2,2.96,87.5,1.78,0.71,2.21,1.82,26.6,5.22,0.75,0.91,0.08,0.0,0.0,0.0,4.78,1.7,2.17,43.9,Wing-Back
2022-2023,Sean Morrison,DF,Rotherham Utd,en EFL Championship,eng ENG,31,2,2,169,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,15.3,14.2,1.05,0.0,0.0,0.53,0.0,5.79,37.9,98.9,65.8,2.63,5.79,45.5,3.16,5.79,54.5,0.0,2.63,0.0,0.0,1.05,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.53,0.53,0.53,0.0,0.53,100.0,1.58,1.58,0.0,0.0,4.21,0.0,23.07,14.2,7.89,2.11,1.58,0.0,0.0,0.0,2.11,6.84,0.0,3.68,0.0,0.0,0.0,0.0,3.16,0.0,0.53,0.0,0.0,0.0,0.0,0.0,3.16,3.68,2.11,63.6,Central Defender
2023-2024,Samu Castillejo,"FW,MF",Sassuolo,it Serie A,es ESP,28,17,6,536,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.05,0.05,0.17,0.15,-0.17,0.2,7.5,1.0,0.33,33.3,0.0,0.0,16.6,0.0,0.04,-0.05,47.2,42.2,4.83,2.17,0.0,0.67,0.17,35.5,75.3,539.8,115.5,18.2,20.0,90.8,14.3,17.8,80.4,1.67,6.17,27.0,2.5,2.33,1.0,0.67,4.33,0.33,5.67,2.17,1.17,0.5,0.0,4.5,3.67,0.33,0.17,0.17,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.0,1.67,0.83,0.83,0.33,3.17,36.8,2.67,0.17,2.5,0.17,0.5,0.0,61.8,6.33,25.0,31.7,2.33,3.17,47.4,42.1,41.3,285.7,4.5,139.8,4.0,1.17,3.83,3.0,46.3,7.5,1.83,3.0,0.17,0.0,0.0,0.0,5.5,0.33,1.5,18.2,Inverted Winger
2022-2023,Timothy Castagne,DF,Leicester City,eng Premier League,be BEL,26,37,36,"3,254",36.2,0.06,0.08,0.14,0.06,0.14,0.0,0.0,0.08,0.0,0.0,0.06,0.06,0.07,0.06,0.01,0.13,4.12,0.52,0.14,26.3,0.11,0.4,11.0,0.0,0.12,-0.01,50.7,42.7,7.93,0.47,0.08,1.19,0.11,40.6,80.1,583.6,232.6,24.7,27.6,89.7,13.0,16.2,80.2,1.66,3.65,45.5,0.61,2.46,0.55,0.28,2.93,0.06,1.6,0.0,0.0,0.0,0.0,1.41,1.22,0.06,0.03,0.06,0.03,0.03,0.14,0.11,0.0,0.0,0.03,0.0,0.0,2.4,1.22,1.46,0.75,0.19,2.32,48.8,1.38,0.36,1.02,1.19,3.04,0.0,61.8,22.7,25.4,14.0,1.44,0.86,38.7,45.2,27.3,110.8,1.08,55.1,0.64,0.14,0.88,0.47,34.4,4.12,0.69,0.41,0.17,0.0,0.06,0.0,5.58,1.52,1.71,47.0,Wing-Back
2023-2024,Tamble,FW,Portimonense,pr Primeira Liga,pt POR,22,5,4,363,4.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.28,0.28,0.03,0.03,-0.03,0.3,3.5,1.25,0.25,20.0,0.2,1.0,11.7,0.0,0.23,-0.03,16.5,13.5,3.0,0.0,0.0,0.5,0.0,11.8,71.2,152.5,10.5,6.5,9.0,72.2,3.5,4.75,73.7,0.25,0.25,100.0,0.5,0.75,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.75,0.0,0.25,0.75,0.0,24.5,2.0,11.8,10.8,2.25,1.0,25.0,75.0,12.3,42.8,0.25,16.5,0.5,0.5,1.75,0.0,15.5,3.5,2.25,0.75,0.5,0.0,0.0,0.0,2.75,1.5,4.75,24.0,
2022-2023,Nuno Sequeira,DF,Braga,pr Primeira Liga,pt POR,31,27,24,"2,06",22.9,0.04,0.09,0.13,0.04,0.13,0.0,0.0,0.17,0.0,0.0,0.01,0.01,0.1,0.12,-0.01,0.11,6.11,0.48,0.17,36.4,0.09,0.25,24.9,0.04,0.03,0.03,69.3,55.9,13.3,2.27,0.0,2.27,0.22,51.9,74.8,889.8,364.2,24.4,27.3,89.4,20.4,26.7,76.6,5.28,10.5,50.4,1.57,4.19,1.35,0.87,4.89,0.52,5.85,0.35,0.04,0.22,0.0,3.1,2.62,0.31,0.0,0.04,0.09,0.04,0.13,0.09,0.04,0.0,0.0,0.0,0.0,2.1,1.22,1.09,0.66,0.35,2.97,47.1,1.0,0.13,0.87,1.53,1.62,0.0,79.2,19.06,35.6,24.8,0.61,1.31,53.3,30.0,35.5,169.8,1.75,92.3,2.05,0.13,1.4,0.48,46.7,6.11,1.66,1.35,0.09,0.0,0.0,0.0,6.11,1.48,1.0,59.6,Full-Back
2023-2024,Arno Verschueren,MF,Sparta R'dam,pr Primeira Liga,be BEL,26,27,27,"2,364",26.3,0.34,0.08,0.42,0.34,0.42,0.0,0.0,0.11,0.0,0.04,0.21,0.21,0.14,0.13,-0.06,0.34,5.55,2.36,0.87,37.1,0.15,0.39,16.2,0.08,0.09,0.14,28.5,27.0,1.41,0.08,0.19,0.84,0.08,19.5,68.5,311.0,91.0,9.96,13.9,71.6,7.6,9.96,76.3,1.18,2.17,54.4,1.48,1.83,1.41,0.38,3.31,0.15,1.63,0.0,0.0,0.0,0.0,2.85,2.36,0.04,0.11,0.23,0.08,0.04,0.27,0.15,0.0,0.04,0.04,0.04,0.0,2.02,1.33,0.87,0.87,0.27,1.41,37.8,1.06,0.15,0.91,0.68,0.87,0.04,40.2,7.76,16.1,16.7,4.41,1.29,32.4,64.7,20.4,116.5,1.44,44.4,1.41,0.49,1.75,0.84,24.5,5.55,1.75,0.8,0.04,0.04,0.0,0.04,4.14,1.41,2.13,39.8,Ball Winning Midfielder
2022-2023,Calvin Verdonk,DF,NEC Nijmegen,nl Eredivisie,id IDN,25,17,10,960,10.7,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.37,0.0,0.0,0.05,0.05,0.08,0.07,0.1,0.14,1.59,0.37,0.09,25.0,0.0,0.0,17.3,0.0,0.14,-0.05,67.5,61.6,5.79,1.31,0.0,0.93,0.09,56.1,83.1,1017.7,437.0,22.3,24.2,92.3,25.9,29.7,87.1,6.36,10.2,62.4,0.75,4.02,0.93,0.19,5.33,0.65,0.84,0.0,0.0,0.0,0.0,2.24,1.96,0.09,0.09,0.0,0.09,0.0,0.47,0.37,0.09,0.0,0.0,0.0,0.0,2.15,1.12,1.4,0.75,0.0,1.12,66.7,2.24,0.75,1.5,1.31,3.18,0.0,77.8,34.8,35.8,8.22,1.03,0.65,85.7,14.3,45.0,230.9,0.75,122.9,0.93,0.0,0.65,0.84,48.4,1.59,0.84,0.37,0.09,0.0,0.0,0.0,8.13,1.21,1.21,50.0,Full-Back
2022-2023,Anthony Valencia,FW,Antwerp,bl Pro League,ec ECU,19,10,1,241,2.7,0.37,0.0,0.37,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.22,-0.3,0.44,9.26,1.11,0.74,66.7,0.33,0.5,12.2,0.0,0.14,0.22,42.6,38.1,4.44,1.85,0.0,2.22,0.0,30.4,71.3,499.6,174.1,16.7,22.6,73.8,8.15,10.0,81.5,3.7,5.93,62.5,2.59,1.48,2.59,0.74,2.96,0.37,3.33,1.48,1.48,0.0,0.0,4.07,2.96,0.37,0.0,0.37,0.0,0.37,0.74,0.74,0.0,0.0,0.0,0.0,0.0,2.59,1.48,0.37,1.11,1.11,2.22,33.3,1.48,0.0,1.48,0.74,0.37,0.0,57.8,5.19,22.2,30.4,5.56,5.56,40.0,40.0,38.9,235.2,3.33,107.4,2.22,1.48,1.48,0.37,36.7,9.26,0.37,2.96,0.0,0.0,0.0,0.0,5.93,0.37,2.59,12.5,Inverted Winger
2023-2024,Casper de Norre,MF,Millwall,en EFL Championship,be BEL,26,32,22,"2,013",22.4,0.04,0.04,0.09,0.04,0.09,0.0,0.0,0.13,0.0,0.0,0.02,0.02,0.08,0.1,-0.04,0.1,1.47,0.58,0.18,30.8,0.08,0.25,23.5,0.0,0.04,0.02,53.3,52.5,0.54,0.31,0.31,0.89,0.18,44.9,84.3,796.1,246.0,20.8,23.1,90.0,18.2,20.7,88.1,4.87,6.92,70.3,1.34,5.13,0.94,0.27,6.56,0.94,0.54,0.09,0.0,0.0,0.0,2.95,2.81,0.09,0.0,0.0,0.04,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,2.32,1.34,1.29,1.03,0.0,1.83,61.0,0.8,0.22,0.58,1.43,1.47,0.0,62.6,13.7,38.5,10.8,0.67,0.8,50.0,44.4,32.8,137.2,0.89,65.0,0.76,0.09,1.21,0.98,40.8,1.47,0.76,0.58,0.0,0.0,0.0,0.0,7.5,0.8,0.71,52.9,
2022-2023,James Morris,DF,Watford,en EFL Championship,eng ENG,20,12,6,534,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.1,-0.07,0.07,7.97,0.17,0.0,0.0,0.0,0.0,25.0,0.0,0.02,0.00,56.3,47.6,8.14,0.68,0.0,1.53,0.51,40.0,71.1,629.0,273.9,22.5,26.1,86.4,14.4,19.3,74.6,2.54,7.29,34.9,0.51,3.22,1.86,1.53,4.41,0.34,5.42,0.0,0.0,0.0,0.0,1.36,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,3.05,2.71,1.36,0.17,2.2,61.5,1.86,0.0,1.86,1.19,2.37,0.0,70.0,20.3,31.5,18.6,0.85,1.02,50.0,33.3,35.9,189.8,4.07,109.5,1.36,0.34,1.36,0.34,38.8,7.97,1.2,1.2,0.0,0.0,0.0,0.0,5.08,1.19,1.86,38.9,Full-Back
2023-2024,Jean-Charles Castelletto,DF,Nantes,fr Ligue 1,cm CMR,28,28,28,"2,464",27.4,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.18,0.0,0.0,0.02,0.02,0.03,0.04,-0.03,0.05,1.13,0.36,0.22,60.0,0.2,0.33,12.1,0.0,0.06,0.05,48.9,46.2,2.59,0.88,0.04,0.36,0.07,41.9,85.6,751.1,281.9,15.7,17.2,91.3,21.5,24.1,89.3,3.39,5.88,57.8,0.36,3.1,0.36,0.11,3.65,0.07,0.73,0.0,0.0,0.0,0.0,0.91,0.84,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.24,0.95,0.8,0.36,0.07,1.06,62.1,0.69,0.36,0.33,1.17,2.96,0.0,56.9,24.1,27.7,5.47,0.8,0.51,57.1,42.9,40.5,215.0,0.88,105.3,0.8,0.04,0.55,0.26,36.6,1.13,1.2,0.66,0.07,0.0,0.07,0.0,5.04,1.86,1.17,61.4,Wide Centre-Back
2022-2023,Tommaso Cassandro,DF,Lecce,it Serie A,it ITA,22,1,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,60.0,30.0,30.0,0.0,0.0,0.0,0.0,60.0,100.0,1250.0,1040.0,30.0,30.0,100.0,20.0,20.0,100.0,10.0,10.0,100.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,80.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wing-Back
2023-2024,Talocha,DF,Farense,pr Primeira Liga,pt POR,33,26,23,"2,06",22.9,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.13,0.0,0.0,0.01,0.01,0.07,0.08,-0.02,0.08,3.01,0.57,0.13,23.1,0.0,0.0,24.3,0.0,0.03,-0.01,47.1,35.9,10.9,1.79,0.04,1.22,0.35,32.3,68.6,591.0,257.8,12.9,15.1,85.5,15.5,19.8,78.4,3.19,9.43,33.8,0.83,3.41,0.52,0.39,3.58,0.04,3.41,0.44,0.17,0.22,0.0,2.1,1.44,0.39,0.13,0.09,0.0,0.04,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.57,1.14,0.92,0.57,0.09,1.09,72.0,1.35,0.57,0.79,1.14,3.8,0.0,58.1,20.9,26.4,11.2,0.52,0.7,62.5,31.3,20.7,94.1,1.14,52.4,0.61,0.13,0.79,0.04,28.9,3.01,0.83,0.96,0.0,0.0,0.0,0.0,3.67,1.48,1.14,56.7,Full-Back
2022-2023,Alfa Semedo,MF,Vitória,pr Primeira Liga,gw GNB,24,1,0,26,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,36.7,36.7,0.0,0.0,0.0,0.0,0.0,36.7,100.0,663.3,230.0,6.67,6.67,100.0,26.7,26.7,100.0,3.33,3.33,100.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,3.33,0.0,0.0,6.67,50.0,0.0,0.0,0.0,0.0,3.33,0.0,46.7,16.7,30.0,3.33,0.0,0.0,0.0,0.0,30.0,83.3,0.0,30.0,0.0,0.0,0.0,3.33,26.7,0.0,6.67,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,Ball Winning Midfielder
2023-2024,Michael Verrips,GK,Fortuna Sittard,pr Primeira Liga,nl NED,26,12,12,"1,08",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,-0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,29.3,19.4,9.92,2.92,0.0,0.0,0.0,13.9,47.4,552.6,463.2,1.17,1.17,100.0,4.92,5.08,96.7,7.83,23.1,33.9,0.08,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,31.8,31.3,0.5,0.0,0.0,0.0,0.0,0.0,15.6,106.1,0.0,60.7,0.0,0.0,0.08,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.33,0.0,100.0,Sweeper Keeper
2022-2023,Jeroen Veldmate,DF,Emmen,nl Eredivisie,nl NED,33,25,25,"1,989",22.1,0.14,0.0,0.14,0.09,0.09,0.05,0.05,0.05,0.0,0.0,0.07,0.03,0.02,0.04,-0.02,0.05,0.05,0.5,0.09,18.2,0.18,1.0,19.5,0.23,0.07,0.06,59.7,57.0,2.62,2.35,0.05,0.36,0.09,51.5,86.4,1.7,384.5,14.8,16.7,88.9,29.5,32.1,91.7,6.74,9.82,68.7,0.27,3.8,0.14,0.09,3.89,0.77,0.09,0.0,0.0,0.0,0.0,0.86,0.77,0.0,0.0,0.09,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.13,0.72,0.68,0.45,0.0,0.63,85.7,0.86,0.59,0.27,1.18,5.43,0.0,70.0,36.7,31.9,1.81,0.68,0.05,100.0,0.0,37.6,192.9,0.36,114.1,0.36,0.0,0.32,0.0,44.2,0.05,0.72,0.41,0.0,0.0,0.0,0.0,6.15,2.26,0.86,72.5,Wide Centre-Back
2022-2023,Kyan Vaesen,"FW,MF",Westerlo,bl Pro League,be BEL,21,31,15,"1,352",15.0,0.4,0.07,0.47,0.4,0.47,0.0,0.0,0.13,0.0,0.0,0.35,0.35,0.07,0.05,-0.01,0.43,4.8,2.33,1.0,42.9,0.17,0.4,14.9,0.13,0.15,0.05,19.0,16.9,2.07,0.0,0.07,0.27,0.0,13.7,71.9,223.6,48.9,6.87,9.4,73.0,4.53,6.6,68.7,1.33,1.47,90.9,0.67,1.0,0.47,0.0,1.8,0.33,0.27,0.0,0.0,0.0,0.0,1.87,1.33,0.0,0.13,0.33,0.07,0.0,0.27,0.2,0.0,0.0,0.07,0.0,0.0,1.0,0.8,0.27,0.53,0.2,1.07,37.5,0.53,0.07,0.47,0.33,1.0,0.0,31.1,4.13,15.9,11.5,4.2,1.93,27.6,55.2,21.1,143.0,1.67,50.3,1.33,0.73,3.47,2.07,22.4,4.8,1.2,1.2,0.87,0.0,0.0,0.0,2.87,2.2,3.27,40.2,Winger
2023-2024,Sam Nombe,"FW,MF",Rotherham Utd,en EFL Championship,eng ENG,24,41,26,"2,268",25.2,0.12,0.12,0.24,0.12,0.24,0.0,0.0,0.12,0.0,0.0,0.13,0.13,0.04,0.05,0.08,0.17,5.12,1.43,0.48,33.3,0.08,0.25,17.6,0.0,0.09,-0.01,15.1,14.8,0.28,0.0,0.08,0.87,0.08,8.49,56.2,106.5,22.6,6.31,9.17,68.8,1.43,2.82,50.7,0.36,1.07,33.3,0.56,0.52,0.28,0.04,0.91,0.04,1.15,0.0,0.0,0.0,0.0,1.35,0.87,0.0,0.08,0.16,0.2,0.04,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.83,0.44,0.24,0.36,0.24,1.27,21.9,0.75,0.12,0.63,0.2,0.67,0.0,26.4,3.17,10.0,13.6,2.74,1.67,23.8,66.7,14.6,87.9,1.47,33.3,0.95,0.24,2.98,1.55,17.1,5.12,1.55,0.95,1.11,0.0,0.04,0.0,2.54,3.02,6.59,31.4,Pressing Forward
2022-2023,Carlton Morris,FW,Luton Town,en EFL Championship,eng ENG,26,44,41,"3,368",37.4,0.53,0.16,0.7,0.51,0.67,0.03,0.03,0.29,0.0,0.0,0.4,0.38,0.14,0.15,0.02,0.52,7.75,3.05,1.02,33.3,0.17,0.5,14.0,0.0,0.13,0.13,26.03,26.01,0.08,0.0,0.03,0.83,0.13,16.3,62.1,228.1,50.5,9.73,13.9,70.3,4.84,7.83,61.8,0.88,1.71,51.6,1.31,1.36,0.75,0.21,2.09,0.11,1.44,0.0,0.0,0.0,0.0,2.73,2.11,0.0,0.24,0.19,0.16,0.03,0.37,0.29,0.0,0.03,0.0,0.03,0.03,0.64,0.32,0.27,0.24,0.13,0.86,37.5,0.7,0.05,0.64,0.08,1.34,0.0,39.1,3.53,13.9,22.1,5.48,2.01,50.7,36.0,20.6,111.0,1.9,38.3,0.83,0.94,3.42,1.68,30.0,7.75,1.76,1.1,0.53,0.03,0.0,0.03,3.48,4.71,4.44,51.5,Pressing Forward
2023-2024,Valentín Castellanos,FW,Lazio,it Serie A,ar ARG,24,35,16,"1,682",18.7,0.21,0.16,0.37,0.21,0.37,0.0,0.0,0.11,0.0,0.0,0.39,0.39,0.09,0.06,0.07,0.48,7.06,2.89,1.02,35.2,0.07,0.21,13.3,0.05,0.14,-0.18,24.2,22.3,1.76,0.0,0.0,0.7,0.11,14.5,60.2,195.2,51.4,8.66,12.7,68.4,3.96,6.63,59.7,0.86,1.34,64.0,1.02,1.44,0.8,0.05,2.51,0.05,0.8,0.0,0.0,0.0,0.0,2.57,1.98,0.0,0.11,0.21,0.27,0.0,0.59,0.43,0.0,0.05,0.11,0.0,0.0,1.18,0.53,0.05,0.64,0.48,1.07,30.0,1.18,0.11,1.07,0.11,0.96,0.0,36.3,2.51,17.4,16.9,5.67,2.03,28.9,65.8,16.3,71.5,0.8,24.9,0.7,0.37,2.89,1.18,26.2,7.06,1.82,1.66,1.07,0.0,0.0,0.0,2.73,3.8,3.42,52.6,Advanced Forward
